"sample","Time_start","flux_start","flux.CH4","R2.CH4","p.CH4","fDOY_end","file","flux_source","position","measurement_day_alt","month_alt","year_alt","measurement_day_actual","tag","t0","t1","t2","t3","directon","chamber","chamber_SA_cm2","soil_moisture","notes","measurement_day_altyr","avg_respT","campaign","species","ID_measurement"
"MD22",699.425231481481,2024-04-12 10:27:00,921.790857801228,0.999259414965916,3.06932636209135e-144,699.426273148148,"f0035","m","low","12/01/2003",12,"2003","05/19/2022",2,28.2,27.9,27.9,NA,"W","med",83.32,NA,"","/01/2003",28,"may22","Ami","MD22-2"
"MD22",699.427488425926,2024-04-12 10:27:00,78.4178359269406,0.880270990499992,1.01474610721727e-43,699.428530092593,"f0035","s","0","12/01/2003",12,"2003","05/19/2022",3,31,30.3,30.1,NA,"N","lg",183.85,NA,"","/01/2003",30.4666666666667,"may22","Ami","MD22-3"
"MD22",699.42962962963,2024-04-12 10:27:00,-37.6895046100381,0.635448795696606,1.19415182113851e-21,699.430671296296,"f0035","s","1","12/01/2003",12,"2003","05/19/2022",4,29.8,30.1,30.3,NA,"N","lg",183.85,NA,"","/01/2003",30.0666666666667,"may22","Ami","MD22-4"
"MD22",699.431712962963,2024-04-12 10:27:00,0,0,0,699.43275462963,"f0035","s","2","12/01/2003",12,"2003","05/19/2022",5,29.9,31,31.3,NA,"N","lg",183.85,NA,"","/01/2003",30.7333333333333,"may22","Ami","MD22-5"
"MD23",730.422222222222,2024-04-12 11:01:00,967.477707417357,0.999390862191739,1.03731608314473e-149,730.423263888889,"f0036","m","mid","1/01/2004",1,"2004","05/19/2022",1,33,32.3,32.1,NA,"N","med",83.32,NA,"","/01/2004",32.4666666666667,"may22","Ami","MD23-1"
"MD23",730.424594907407,2024-04-12 11:01:00,929.039950679122,0.998925416364012,6.96441837125927e-137,730.425636574074,"f0036","m","low","1/01/2004",1,"2004","05/19/2022",2,34.6,33.8,33.8,NA,"E","med",83.32,NA,"","/01/2004",34.0666666666667,"may22","Ami","MD23-2"
"MD23",730.42662037037,2024-04-12 11:01:00,777.472131492119,0.998670716458727,4.0323626264087e-134,730.427662037037,"f0036","m","mid","1/01/2004",1,"2004","05/19/2022",3,30.4,29.4,29.1,NA,"S","med",83.32,NA,"","/01/2004",29.6333333333333,"may22","Ami","MD23-3"
"MD23",730.428587962963,2024-04-12 11:01:00,826.934790204487,0.999254854562365,1.10182492569084e-145,730.42962962963,"f0036","m","low","1/01/2004",1,"2004","05/19/2022",4,29.4,29.6,29.6,NA,"W","med",83.32,NA,"","/01/2004",29.5333333333333,"may22","Ami","MD23-4"
"MD23",730.430787037037,2024-04-12 11:01:00,112.023464040069,0.942249424091092,3.8429976080672e-58,730.431828703704,"f0036","s","0","1/01/2004",1,"2004","05/19/2022",5,32.9,31.7,31.5,NA,"N","lg",183.85,NA,"","/01/2004",32.0333333333333,"may22","Ami","MD23-5"
"MD23",730.432696759259,2024-04-12 11:01:00,-17.2628390850418,0.303751032912482,1.03664371502424e-08,730.433738425926,"f0036","s","1","1/01/2004",1,"2004","05/19/2022",6,30.7,31.7,31.8,NA,"N","lg",183.85,NA,"","/01/2004",31.4,"may22","Ami","MD23-6"
"MD23",730.434722222222,2024-04-12 11:01:00,-42.9493793550463,0.810479313160821,1.25645291835353e-34,730.435763888889,"f0036","s","2","1/01/2004",1,"2004","05/19/2022",7,31.1,31.5,31.4,NA,"N","lg",183.85,NA,"","/01/2004",31.3333333333333,"may22","Ami","MD23-7"
"MD24",761.423611111111,2024-04-12 12:13:00,450.108052832291,0.99788147451096,1.80388952626806e-123,761.424652777778,"f0037","m","mid","2/01/2004",2,"2004","05/19/2022",1,36.6,34.6,34.1,NA,"N","med",83.32,NA,"","/01/2004",35.1,"may22","Ami","MD24-1"
"MD24",761.425520833333,2024-04-12 12:13:00,1474.22018258104,0.99877955803369,7.92343812114275e-136,761.4265625,"f0037","m","low","2/01/2004",2,"2004","05/19/2022",2,33.4,33.1,32.9,NA,"E","med",83.32,NA,"","/01/2004",33.1333333333333,"may22","Ami","MD24-2"
"MD24",761.427662037037,2024-04-12 12:13:00,440.128391315277,0.99749320187019,3.81672208105615e-120,761.428703703704,"f0037","m","mid","2/01/2004",2,"2004","05/19/2022",3,32.4,32.3,32,NA,"S","med",83.32,NA,"","/01/2004",32.2333333333333,"may22","Ami","MD24-3"
"MD24",761.429513888889,2024-04-12 12:13:00,483.165591267314,0.995298970891667,1.01626325975544e-107,761.430555555556,"f0037","m","low","2/01/2004",2,"2004","05/19/2022",4,32.1,32.1,31.8,NA,"W","med",83.32,NA,"","/01/2004",32,"may22","Ami","MD24-4"
"MD24",761.431597222222,2024-04-12 12:13:00,-14.3162955292039,0.236648905069002,7.65897643738171e-07,761.432638888889,"f0037","s","0","2/01/2004",2,"2004","05/19/2022",5,35.1,33.7,33.4,NA,"N","lg",183.85,NA,"","/01/2004",34.0666666666667,"may22","Ami","MD24-5"
"MD24",761.433912037037,2024-04-12 12:13:00,0,0,0,761.434953703704,"f0037","s","1","2/01/2004",2,"2004","05/19/2022",6,33.3,33.5,33.5,NA,"N","lg",183.85,NA,"","/01/2004",33.4333333333333,"may22","Ami","MD24-6"
"MD24",761.4359375,2024-04-12 12:13:00,-34.8712436606449,0.655582395410084,8.86901205548862e-23,761.436979166667,"f0037","s","2","2/01/2004",2,"2004","05/19/2022",7,33.3,33.8,33.9,NA,"N","lg",183.85,NA,"","/01/2004",33.6666666666667,"may22","Ami","MD24-7"
"MD25",790.422569444444,2024-04-12 14:22:00,4450.66198449821,0.996239394420879,3.94689937997022e-112,790.423611111111,"f0038","m","mid","3/01/2004",3,"2004","05/19/2022",1,34,35.6,36,NA,"N","med",83.32,NA,"Extender","/01/2004",35.2,"may22","Nasuti","MD25-1"
"MD25",790.424652777778,2024-04-12 14:22:00,3718.41231790333,0.99958293144325,1.38278240450096e-155,790.425694444444,"f0038","m","low","3/01/2004",3,"2004","05/19/2022",2,32.6,33.9,34.5,NA,"E","med",83.32,NA,"Extender","/01/2004",33.6666666666667,"may22","Nasuti","MD25-2"
"MD25",790.42662037037,2024-04-12 14:22:00,2181.52165094381,0.998699475340209,4.11053823045576e-133,790.427662037037,"f0038","m","mid","3/01/2004",3,"2004","05/19/2022",3,37.1,36.9,36.5,NA,"S","med",83.32,NA,"Extender","/01/2004",36.8333333333333,"may22","Nasuti","MD25-3"
"MD25",790.428703703704,2024-04-12 14:22:00,4208.83801624604,0.9987725619653,2.95779432045224e-134,790.42974537037,"f0038","m","low","3/01/2004",3,"2004","05/19/2022",4,33.5,32.9,32.7,NA,"W","med",83.32,NA,"Extender","/01/2004",33.0333333333333,"may22","Nasuti","MD25-4"
"MD25",790.430613425926,2024-04-12 14:22:00,1663.58863340063,0.998815417246209,5.87089166281567e-135,790.431655092593,"f0038","m","top","3/01/2004",3,"2004","05/19/2022",5,33.1,34.1,34.7,NA,"","med",83.32,NA,"Extender","/01/2004",33.9666666666667,"may22","Nasuti","MD25-5"
"MD25",790.43275462963,2024-04-12 14:22:00,166.848749393071,0.967874718307374,9.76557477401828e-70,790.433796296296,"f0038","s","0","3/01/2004",3,"2004","05/19/2022",6,38.9,40.3,40.6,NA,"N","lg",183.85,NA,"Extender","/01/2004",39.9333333333333,"may22","Nasuti","MD25-6"
"MD25",790.434606481482,2024-04-12 14:22:00,-19.9036009689615,0.381397605358632,4.29031258888873e-11,790.435648148148,"f0038","s","1","3/01/2004",3,"2004","05/19/2022",7,36.7,37.4,37.3,NA,"N","lg",183.85,NA,"Extender","/01/2004",37.1333333333333,"may22","Nasuti","MD25-7"
"MD25",790.436689814815,2024-04-12 14:22:00,5.38986713168465,0.0485959306000876,0.0337256620872928,790.437731481481,"f0038","s","2","3/01/2004",3,"2004","05/19/2022",8,36,36.8,36.7,NA,"N","lg",183.85,NA,"Extender","/01/2004",36.5,"may22","Nasuti","MD25-8"
"MD26",821.423032407407,2024-04-12 15:16:00,10735.6148457133,0.999591501219271,5.37641614158577e-156,821.424074074074,"f0039","m","mid","4/01/2004",4,"2004","05/19/2022",1,35.5,35.9,36.5,NA,"N","med",83.32,NA,"Extender","/01/2004",35.9666666666667,"may22","Copto","MD26-1"
"MD26",821.425115740741,2024-04-12 15:16:00,2925.11641431949,0.999785266493476,1.05369163710407e-168,821.426157407407,"f0039","m","low","4/01/2004",4,"2004","05/19/2022",2,32.4,31.9,32.6,NA,"E","med",83.32,NA,"Extender","/01/2004",32.3,"may22","Copto","MD26-2"
"MD26",821.427141203704,2024-04-12 15:16:00,2980.94407705321,0.998931450091469,5.39035485307841e-137,821.42818287037,"f0039","m","mid","4/01/2004",4,"2004","05/19/2022",3,38.5,39.8,39,NA,"S","med",83.32,NA,"Extender","/01/2004",39.1,"may22","Copto","MD26-3"
"MD26",821.429282407407,2024-04-12 15:16:00,5114.13256320979,0.99925350522306,4.406594965944e-144,821.430324074074,"f0039","m","low","4/01/2004",4,"2004","05/19/2022",4,35.4,35.3,35,NA,"W","med",83.32,NA,"Extender","/01/2004",35.2333333333333,"may22","Copto","MD26-4"
"MD26",821.431076388889,2024-04-12 15:16:00,5900.63804141952,0.99911769219895,8.85379055462071e-141,821.432118055556,"f0039","m","top","4/01/2004",4,"2004","05/19/2022",5,35.1,36,36.6,NA,"","med",83.32,NA,"Extender","/01/2004",35.9,"may22","Copto","MD26-5"
"MD26",821.433043981481,2024-04-12 15:16:00,54.5597222857632,0.800900749230719,1.19110889726811e-33,821.434085648148,"f0039","s","0","4/01/2004",4,"2004","05/19/2022",6,37.4,38.1,37.8,NA,"N","lg",183.85,NA,"Extender","/01/2004",37.7666666666667,"may22","Copto","MD26-6"
"MD26",821.435185185185,2024-04-12 15:16:00,-43.9097476795097,0.578740362748065,8.98806009283582e-19,821.436226851852,"f0039","s","1","4/01/2004",4,"2004","05/19/2022",7,35,34.5,34.3,NA,"N","lg",183.85,NA,"Extender","/01/2004",34.6,"may22","Copto","MD26-7"
"MD26",821.437152777778,2024-04-12 15:16:00,0,0,0,821.438194444444,"f0039","s","2","4/01/2004",4,"2004","05/19/2022",8,33.9,33.9,33.9,NA,"N","lg",183.85,NA,"Extender","/01/2004",33.9,"may22","Copto","MD26-8"
"MD27",851.423032407407,2024-04-12 16:31:00,3860.50298833478,0.998281244949734,1.32992820912114e-127,851.424074074074,"f0040","m","mid","5/01/2004",5,"2004","05/19/2022",1,33.2,32.3,32.2,NA,"N","med",83.32,NA,"Extender","/01/2004",32.5666666666667,"may22","Copto","MD27-1"
"MD27",851.42505787037,2024-04-12 16:31:00,2237.10963112798,0.99931651529577,7.97135116175412e-146,851.426099537037,"f0040","m","low","5/01/2004",5,"2004","05/19/2022",2,29.9,29.7,29.7,NA,"E","med",83.32,NA,"Extender","/01/2004",29.7666666666667,"may22","Copto","MD27-2"
"MD27",851.427083333333,2024-04-12 16:31:00,2588.03353202318,0.999608304899017,7.9515148485337e-157,851.428125,"f0040","m","mid","5/01/2004",5,"2004","05/19/2022",3,29.9,30.2,30.1,NA,"S","med",83.32,NA,"Extender","/01/2004",30.0666666666667,"may22","Copto","MD27-3"
"MD27",851.428993055556,2024-04-12 16:31:00,4728.41404764505,0.999203921087984,8.22051324270877e-143,851.430034722222,"f0040","m","low","5/01/2004",5,"2004","05/19/2022",4,30.2,31.1,31.2,NA,"W","med",83.32,NA,"Extender","/01/2004",30.8333333333333,"may22","Copto","MD27-4"
"MD27",851.43125,2024-04-12 16:31:00,837.633758705357,0.962948791704094,6.45287517488167e-67,851.432291666667,"f0040","m","top","5/01/2004",5,"2004","05/19/2022",5,29.9,30.3,30.4,NA,"","med",83.32,NA,"Extender","/01/2004",30.2,"may22","Copto","MD27-5"
"MD27",851.433622685185,2024-04-12 16:31:00,21.9761211295102,0.357003729256725,2.57234102660638e-10,851.434664351852,"f0040","s","0","5/01/2004",5,"2004","05/19/2022",6,30.2,28.2,28.1,NA,"N","lg",183.85,NA,"Extender","/01/2004",28.8333333333333,"may22","Copto","MD27-6"
"MD27",851.435474537037,2024-04-12 16:31:00,158.28468423254,0.956368191302187,2.28713017921511e-64,851.436516203704,"f0040","s","1","5/01/2004",5,"2004","05/19/2022",7,28.1,28.3,28.6,NA,"N","lg",183.85,NA,"Extender","/01/2004",28.3333333333333,"may22","Copto","MD27-7"
"MD27",851.437384259259,2024-04-12 16:31:00,25.01972718201,0.450783226081543,1.76630924850768e-13,851.438425925926,"f0040","s","2","5/01/2004",5,"2004","05/19/2022",8,27.9,28.2,28.3,NA,"N","lg",183.85,NA,"Extender, soil measurement taken on dirt road ","/01/2004",28.1333333333333,"may22","Copto","MD27-8"
"MD28",882.420833333333,2024-04-12 08:09:00,0,0,0,882.421875,"f0042","m","mid","6/01/2004",6,"2004","05/20/2022",1,26.2,25.6,25.4,NA,"N","med",83.32,NA,"Extender","/01/2004",25.7333333333333,"may22","Copto","MD28-1"
"MD28",882.422800925926,2024-04-12 08:09:00,97.7517486982609,0.941755448965181,5.66350245350512e-58,882.423842592593,"f0042","m","low","6/01/2004",6,"2004","05/20/2022",2,26.1,26.6,27.2,NA,"E","med",83.32,NA,"Extender","/01/2004",26.6333333333333,"may22","Copto","MD28-2"
"MD28",882.424710648148,2024-04-12 08:09:00,20.6308266331536,0.335928124740571,1.14840273967372e-09,882.425752314815,"f0042","m","mid","6/01/2004",6,"2004","05/20/2022",3,26.3,27.3,27.7,NA,"S","med",83.32,NA,"Extender","/01/2004",27.1,"may22","Copto","MD28-3"
"MD28",882.42662037037,2024-04-12 08:09:00,-110.347951774585,0.938865522538367,5.13621649184097e-57,882.427662037037,"f0042","m","low","6/01/2004",6,"2004","05/20/2022",4,27.2,26.9,26.8,NA,"W","med",83.32,NA,"Extender, this part of the mound seemed dead (lots of roots and moss-like stuff present)","/01/2004",26.9666666666667,"may22","Copto","MD28-4"
"MD28",882.428645833333,2024-04-12 08:09:00,267.943311144315,0.989054662719462,5.11082177385618e-91,882.4296875,"f0042","m","top","6/01/2004",6,"2004","05/20/2022",5,27.6,27.7,27.9,NA,"","med",83.32,NA,"Extender","/01/2004",27.7333333333333,"may22","Copto","MD28-5"
"MD28",882.430671296296,2024-04-12 08:09:00,-40.4887010750732,0.445084928123864,2.8422908260531e-13,882.431712962963,"f0042","s","0","6/01/2004",6,"2004","05/20/2022",6,28.7,27.6,27.3,NA,"N","lg",183.85,NA,"Extender","/01/2004",27.8666666666667,"may22","Copto","MD28-6"
"MD28",882.432638888889,2024-04-12 08:09:00,44.0646866991928,0.456831724914175,1.06041083743157e-13,882.433680555556,"f0042","s","1","6/01/2004",6,"2004","05/20/2022",7,27,27.1,27.2,NA,"N","lg",183.85,NA,"Extender","/01/2004",27.1,"may22","Copto","MD28-7"
"MD28",882.434780092593,2024-04-12 08:09:00,-36.9958286775722,0.513795506108363,6.48305618489944e-16,882.435821759259,"f0042","s","2","6/01/2004",6,"2004","05/20/2022",8,27.4,28.1,28.2,NA,"N","lg",183.85,NA,"Extender","/01/2004",27.9,"may22","Copto","MD28-8"
"MD29",912.425983796296,2024-04-12 08:59:00,-74.9984069950396,0.872524468551281,6.27247570415504e-43,912.427025462963,"f0043","m","mid","7/01/2004",7,"2004","05/20/2022",1,24.4,24.5,24.7,NA,"N","med",83.32,NA,"Extender","/01/2004",24.5333333333333,"may22","Copto","MD29-1"
"MD29",912.427893518519,2024-04-12 08:59:00,420.659634658666,0.996186954282935,4.5518766334293e-113,912.428935185185,"f0043","m","low","7/01/2004",7,"2004","05/20/2022",2,24.3,24.7,24.9,NA,"E","med",83.32,NA,"Extender","/01/2004",24.6333333333333,"may22","Copto","MD29-2"
"MD29",912.42974537037,2024-04-12 08:59:00,319.339159437424,0.994375104742818,3.56970022955553e-104,912.430787037037,"f0043","m","mid","7/01/2004",7,"2004","05/20/2022",3,24.6,24.7,24.6,NA,"S","med",83.32,NA,"Extender","/01/2004",24.6333333333333,"may22","Copto","MD29-3"
"MD29",912.431944444444,2024-04-12 08:59:00,503.166284825079,0.979772716310381,7.01013654597354e-79,912.432986111111,"f0043","m","low","7/01/2004",7,"2004","05/20/2022",4,24.4,24.7,24.7,NA,"W","med",83.32,NA,"Extender, ants inhabiting this part of the mound","/01/2004",24.6,"may22","Copto","MD29-4"
"MD29",912.433796296296,2024-04-12 08:59:00,380.33091027358,0.993013452195777,5.70738495689332e-101,912.434837962963,"f0043","m","top","7/01/2004",7,"2004","05/20/2022",5,24.7,25.4,25.8,NA,"","med",83.32,NA,"Extender","/01/2004",25.3,"may22","Copto","MD29-5"
"MD29",912.4359375,2024-04-12 08:59:00,-30.522592808251,0.453219498284757,1.43912515579408e-13,912.436979166667,"f0043","s","0","7/01/2004",7,"2004","05/20/2022",6,25,24.4,24.4,NA,"N","lg",183.85,NA,"Extender","/01/2004",24.6,"may22","Copto","MD29-6"
"MD29",912.437847222222,2024-04-12 08:59:00,-32.5140629089617,0.398840540220399,1.14308211391133e-11,912.438888888889,"f0043","s","1","7/01/2004",7,"2004","05/20/2022",7,24.3,24.9,24.9,NA,"N","lg",183.85,NA,"Extender","/01/2004",24.7,"may22","Copto","MD29-7"
"MD29",912.439930555556,2024-04-12 08:59:00,-29.0248992567556,0.403849693633332,7.76531561822919e-12,912.440972222222,"f0043","s","2","7/01/2004",7,"2004","05/20/2022",8,24.1,24.9,25.3,NA,"N","lg",183.85,NA,"Extender","/01/2004",24.7666666666667,"may22","Copto","MD29-8"
"MD3",90.4214699074074,2024-04-12 15:23:00,4265.47589643532,0.999105567495665,1.64752112800321e-140,90.4225115740741,"f0010","m","mid","4/01/2002",4,"2002","05/16/2022",1,31.8,31.7,31.8,NA,"N","med",83.32,NA,"","/01/2002",31.7666666666667,"may22","Ami","MD3-1"
"MD3",90.4236111111111,2024-04-12 15:23:00,1295.74714700719,0.998961031397228,1.5026485396556e-137,90.4246527777778,"f0010","m","low","4/01/2002",4,"2002","05/16/2022",2,29.8,29.5,29.7,NA,"E","med",83.32,NA,"","/01/2002",29.6666666666667,"may22","Ami","MD3-2"
"MD3",90.4256365740741,2024-04-12 15:23:00,378.360760721211,0.996429959755674,3.70350336603508e-113,90.4266782407407,"f0010","m","low","4/01/2002",4,"2002","05/16/2022",3,30,30.4,30.6,NA,"S","med",83.32,NA,"","/01/2002",30.3333333333333,"may22","Ami","MD3-3"
"MD3",90.4277199074074,2024-04-12 15:23:00,2003.41053638104,0.999202177420715,9.08099763576375e-143,90.4287615740741,"f0010","m","mid","4/01/2002",4,"2002","05/16/2022",4,32.6,32.6,32.5,NA,"W","med",83.32,NA,"","/01/2002",32.5666666666667,"may22","Ami","MD3-4"
"MD3",90.4303240740741,2024-04-12 15:23:00,0,0,0,90.4313657407407,"f0010","s","0","4/01/2002",4,"2002","05/16/2022",5,32.4,30.1,29.8,NA,"N","lg",183.85,NA,"","/01/2002",30.7666666666667,"may22","Ami","MD3-5"
"MD3",90.4328703703704,2024-04-12 15:23:00,7.94060150524811,0.0766809891322524,0.00720752744700439,90.433912037037,"f0010","s","1","4/01/2002",4,"2002","05/16/2022",6,30.4,30.8,31,NA,"N","lg",183.85,NA,"","/01/2002",30.7333333333333,"may22","Ami","MD3-6"
"MD3",90.4350115740741,2024-04-12 15:23:00,0,0,0,90.4360532407407,"f0010","s","2","4/01/2002",4,"2002","05/16/2022",7,29.9,30,30.2,NA,"N","lg",183.85,NA,"","/01/2002",30.0333333333333,"may22","Ami","MD3-7"
"MD30",943.422164351852,2024-04-12 10:03:00,409.78351387477,0.98998622625767,8.92407497935741e-93,943.423206018518,"f0044","m","mid","8/01/2004",8,"2004","05/20/2022",1,33.3,33.6,34.2,NA,"N","med",83.32,NA,"Extender, cohabitated by nasutes and coptos (both soldiers found and sampled)","/01/2004",33.7,"may22","Copto","MD30-1"
"MD30",943.424131944444,2024-04-12 10:03:00,213.926608771875,0.986546422161433,6.11256594865714e-87,943.425173611111,"f0044","m","low","8/01/2004",8,"2004","05/20/2022",2,33.2,34.9,35.4,NA,"E","med",83.32,NA,"Extender, cohabitated by nasutes and coptos (both soldiers found and sampled)","/01/2004",34.5,"may22","Copto","MD30-2"
"MD30",943.426041666667,2024-04-12 10:03:00,196.769687712665,0.985346597923663,2.98237716066345e-85,943.427083333333,"f0044","m","mid","8/01/2004",8,"2004","05/20/2022",3,32.2,31.7,31.5,NA,"S","med",83.32,NA,"Extender, cohabitated by nasutes and coptos (both soldiers found and sampled)","/01/2004",31.8,"may22","Copto","MD30-3"
"MD30",943.428009259259,2024-04-12 10:03:00,105.313218438575,0.957178940677934,4.68741112678611e-64,943.429050925926,"f0044","m","low","8/01/2004",8,"2004","05/20/2022",4,32.5,32.6,32.2,NA,"W","med",83.32,NA,"Extender, cohabitated by nasutes and coptos (both soldiers found and sampled)","/01/2004",32.4333333333333,"may22","Copto","MD30-4"
"MD30",943.430208333333,2024-04-12 10:03:00,341.138233003685,0.878372618930153,2.07811344947185e-43,943.43125,"f0044","m","top","8/01/2004",8,"2004","05/20/2022",5,33,32.4,32.4,NA,"","med",83.32,NA,"Extender, cohabitated by nasutes and coptos (both soldiers found and sampled)","/01/2004",32.6,"may22","Copto","MD30-5"
"MD30",943.432291666667,2024-04-12 10:03:00,94.8694435775991,0.639468034860435,7.18891959683703e-22,943.433333333333,"f0044","s","0","8/01/2004",8,"2004","05/20/2022",6,35.9,36.2,36.1,NA,"N","lg",183.85,NA,"Extender, cohabitated by nasutes and coptos (both soldiers found and sampled)","/01/2004",36.0666666666667,"may22","Copto","MD30-6"
"MD30",943.434259259259,2024-04-12 10:03:00,120.428700753467,0.714301666242517,1.72281059858853e-26,943.435300925926,"f0044","s","1","8/01/2004",8,"2004","05/20/2022",7,35.5,36.6,36.3,NA,"N","lg",183.85,NA,"Extender, cohabitated by nasutes and coptos (both soldiers found and sampled)","/01/2004",36.1333333333333,"may22","Copto","MD30-7"
"MD30",943.436226851852,2024-04-12 10:03:00,-24.1437291872597,0.108689486159845,0.00125073128771245,943.437268518519,"f0044","s","2","8/01/2004",8,"2004","05/20/2022",8,32.4,33.9,34,NA,"N","lg",183.85,NA,"Extender, cohabitated by nasutes and coptos (both soldiers found and sampled)","/01/2004",33.4333333333333,"may22","Copto","MD30-8"
"MD31",974.421527777778,2024-04-12 11:33:00,3994.69685853428,0.999167095911891,6.4339181606541e-142,974.422569444444,"f0045","m","mid","9/01/2004",9,"2004","05/20/2022",1,32.3,31.5,30.8,NA,"N","med",83.32,NA,"","/01/2004",31.5333333333333,"may22","Nasuti","MD31-1"
"MD31",974.42337962963,2024-04-12 11:33:00,680.471071073407,0.99687646664665,8.47794689856133e-116,974.424421296296,"f0045","m","low","9/01/2004",9,"2004","05/20/2022",2,30.1,29.6,29.7,NA,"E","med",83.32,NA,"","/01/2004",29.8,"may22","Nasuti","MD31-2"
"MD31",974.425231481481,2024-04-12 11:33:00,802.266465024459,0.997182467915515,7.77784632774226e-118,974.426273148148,"f0045","m","low","9/01/2004",9,"2004","05/20/2022",3,32.3,32.8,33.1,NA,"S","med",83.32,NA,"","/01/2004",32.7333333333333,"may22","Nasuti","MD31-3"
"MD31",974.427546296296,2024-04-12 11:33:00,0,0,0,974.428587962963,"f0045","s","0","9/01/2004",9,"2004","05/20/2022",4,36.7,35.9,36,NA,"N","lg",183.85,NA,"","/01/2004",36.2,"may22","Nasuti","MD31-4"
"MD31",974.429976851852,2024-04-12 11:33:00,-20.3426935549622,0.16410013779791,5.12140220377799e-05,974.431018518518,"f0045","s","1","9/01/2004",9,"2004","05/20/2022",5,37.3,37.7,37.3,NA,"N","lg",183.85,NA,"","/01/2004",37.4333333333333,"may22","Nasuti","MD31-5"
"MD31",974.431944444444,2024-04-12 11:33:00,0,0,0,974.432986111111,"f0045","s","2","9/01/2004",9,"2004","05/20/2022",6,37.8,38.2,38,NA,"N","lg",183.85,NA,"","/01/2004",38,"may22","Nasuti","MD31-6"
"MD32",1004.41909722222,2024-04-12 12:30:00,1718.9636026799,0.999101137345136,2.06283353960864e-140,1004.42013888889,"f0046","m","mid","10/01/2004",10,"2004","05/20/2022",1,32.9,33.1,32.9,NA,"N","med",83.32,NA,"Extender","/01/2004",32.9666666666667,"may22","Nasuti","MD32-1"
"MD32",1004.42118055556,2024-04-12 12:30:00,5046.53743080421,0.997831702230322,5.18917691461902e-123,1004.42222222222,"f0046","m","low","10/01/2004",10,"2004","05/20/2022",2,31,31.2,31.2,NA,"E","med",83.32,NA,"Extender","/01/2004",31.1333333333333,"may22","Nasuti","MD32-2"
"MD32",1004.42314814815,2024-04-12 12:30:00,809.034457261966,0.99702320959157,9.49304240419646e-117,1004.42418981481,"f0046","m","mid","10/01/2004",10,"2004","05/20/2022",3,31.2,32.2,32.3,NA,"S","med",83.32,NA,"Extender","/01/2004",31.9,"may22","Nasuti","MD32-3"
"MD32",1004.42517361111,2024-04-12 12:30:00,8509.37497406571,0.99643140248228,3.63601142276918e-113,1004.42621527778,"f0046","m","low","10/01/2004",10,"2004","05/20/2022",4,30.4,30.2,29.8,NA,"W","med",83.32,NA,"Extender","/01/2004",30.1333333333333,"may22","Nasuti","MD32-4"
"MD32",1004.42719907407,2024-04-12 12:30:00,10779.3546712263,0.997965820440081,1.27410708777853e-125,1004.42824074074,"f0046","m","top","10/01/2004",10,"2004","05/20/2022",5,30.3,30.8,30.6,NA,"","med",83.32,NA,"Extender","/01/2004",30.5666666666667,"may22","Nasuti","MD32-5"
"MD32",1004.42934027778,2024-04-12 12:30:00,-9.39558672900076,0.0971065849857708,0.00236110905851612,1004.43038194444,"f0046","s","0","10/01/2004",10,"2004","05/20/2022",6,27.4,27.2,27.1,NA,"N","lg",183.85,NA,"Extender","/01/2004",27.2333333333333,"may22","Nasuti","MD32-6"
"MD32",1004.43125,2024-04-12 12:30:00,-33.0178701002641,0.559417506490148,7.03060504450552e-18,1004.43229166667,"f0046","s","1","10/01/2004",10,"2004","05/20/2022",7,27,27.3,27.3,NA,"N","lg",183.85,NA,"Extender","/01/2004",27.2,"may22","Nasuti","MD32-7"
"MD32",1004.43321759259,2024-04-12 12:30:00,-44.1878172106418,0.644656086963238,3.7029546160494e-22,1004.43425925926,"f0046","s","2","10/01/2004",10,"2004","05/20/2022",8,26.7,27.2,27.5,NA,"N","lg",183.85,NA,"Extender","/01/2004",27.1333333333333,"may22","Nasuti","MD32-8"
"MD33",1035.41996527778,2024-04-12 14:06:00,3114.70306004673,0.998744893712063,8.15560365155156e-134,1035.42100694444,"f0047","m","mid","11/01/2004",11,"2004","05/20/2022",1,26.4,26.8,27.1,NA,"N","med",83.32,NA,"","/01/2004",26.7666666666667,"may22","Copto","MD33-1"
"MD33",1035.421875,2024-04-12 14:06:00,2116.60700890924,0.999392655549159,3.69531055793596e-148,1035.42291666667,"f0047","m","low","11/01/2004",11,"2004","05/20/2022",2,26.1,26.6,27.1,NA,"S","med",83.32,NA,"","/01/2004",26.6,"may22","Copto","MD33-2"
"MD33",1035.42372685185,2024-04-12 14:06:00,2271.27471755133,0.989286203718186,1.98861494176834e-92,1035.42476851852,"f0047","m","low","11/01/2004",11,"2004","05/20/2022",3,26.7,26.9,26.9,NA,"W","med",83.32,NA,"","/01/2004",26.8333333333333,"may22","Copto","MD33-3"
"MD33",1035.42569444444,2024-04-12 14:06:00,30.571483908789,0.606808097108432,2.37796463474922e-20,1035.42673611111,"f0047","s","0","11/01/2004",11,"2004","05/20/2022",4,27.3,27.4,27.8,NA,"N","lg",183.85,NA,"","/01/2004",27.5,"may22","Copto","MD33-4"
"MD33",1035.42748842593,2024-04-12 14:06:00,-26.7772682161892,0.528175189332179,1.63224137544102e-16,1035.42853009259,"f0047","s","1","11/01/2004",11,"2004","05/20/2022",5,26.5,27.3,27.5,NA,"N","lg",183.85,NA,"","/01/2004",27.1,"may22","Copto","MD33-5"
