"sample","Time_start","flux.CO2","R2.CO2","p.CO2","fDOY_end","file","flux_source","position","flux_start","measurement_day_alt","month_alt","year_alt","measurement_day_actual","tag","t0","t1","t2","t3","directon","chamber","chamber_SA_cm2","soil_moisture","notes","measurement_day_altyr","avg_respT","campaign","species"
"MD23",730.428587962963,261.091551832855,0.997769038764969,8.91197151227193e-124,730.42962962963,"f0036","m","low","10:16:40","1/01/2004",1,"2004","05/19/2022",4,29.4,29.6,29.6,NA,"W","med",83.32,NA,"","/01/2004",29.5333333333333,"may22","Ami"
"MD23",730.430787037037,253.739755049671,0.997045009532674,6.79449029623101e-117,730.431828703704,"f0036","s","0","10:19:50","1/01/2004",1,"2004","05/19/2022",5,32.9,31.7,31.5,NA,"N","lg",183.85,NA,"","/01/2004",32.0333333333333,"may22","Ami"
"MD23",730.432696759259,158.92722871198,0.995580929734907,6.09148998965723e-109,730.433738425926,"f0036","s","1","10:22:35","1/01/2004",1,"2004","05/19/2022",6,30.7,31.7,31.8,NA,"N","lg",183.85,NA,"","/01/2004",31.4,"may22","Ami"
"MD23",730.434722222222,129.084898822746,0.99031660761753,1.9388589752685e-93,730.435763888889,"f0036","s","2","10:25:30","1/01/2004",1,"2004","05/19/2022",7,31.1,31.5,31.4,NA,"N","lg",183.85,NA,"","/01/2004",31.3333333333333,"may22","Ami"
"MD24",761.423611111111,124.47899694287,0.996079074924827,2.63778692645375e-111,761.424652777778,"f0037","m","mid","10:09:30","2/01/2004",2,"2004","05/19/2022",1,36.6,34.6,34.1,NA,"N","med",83.32,NA,"","/01/2004",35.1,"may22","Ami"
"MD24",761.425520833333,131.94222274966,0.995780927939476,4.78347963043006e-111,761.4265625,"f0037","m","low","10:12:15","2/01/2004",2,"2004","05/19/2022",2,33.4,33.1,32.9,NA,"E","med",83.32,NA,"","/01/2004",33.1333333333333,"may22","Ami"
"MD24",761.427662037037,126.31225697757,0.99684314087639,1.37407282595379e-115,761.428703703704,"f0037","m","mid","10:15:20","2/01/2004",2,"2004","05/19/2022",3,32.4,32.3,32,NA,"S","med",83.32,NA,"","/01/2004",32.2333333333333,"may22","Ami"
"MD24",761.429513888889,89.9361315126976,0.993606599148949,1.21169137493579e-101,761.430555555556,"f0037","m","low","10:18:00","2/01/2004",2,"2004","05/19/2022",4,32.1,32.1,31.8,NA,"W","med",83.32,NA,"","/01/2004",32,"may22","Ami"
"MD24",761.431597222222,322.272199869951,0.99823654760471,4.27712038473467e-127,761.432638888889,"f0037","s","0","10:21:00","2/01/2004",2,"2004","05/19/2022",5,35.1,33.7,33.4,NA,"N","lg",183.85,NA,"","/01/2004",34.0666666666667,"may22","Ami"
"MD24",761.433912037037,165.38698814983,0.994015722763331,5.97770004210492e-103,761.434953703704,"f0037","s","1","10:24:20","2/01/2004",2,"2004","05/19/2022",6,33.3,33.5,33.5,NA,"N","lg",183.85,NA,"","/01/2004",33.4333333333333,"may22","Ami"
"MD24",761.4359375,128.275290528403,0.99407565091392,3.78127176285931e-103,761.436979166667,"f0037","s","2","10:27:15","2/01/2004",2,"2004","05/19/2022",7,33.3,33.8,33.9,NA,"N","lg",183.85,NA,"","/01/2004",33.6666666666667,"may22","Ami"
"MD25",790.422569444444,895.427968424806,0.995606207808227,4.69201830405787e-109,790.423611111111,"f0038","m","mid","10:08:00","3/01/2004",3,"2004","05/19/2022",1,34,35.6,36,NA,"N","med",83.32,NA,"Extender","/01/2004",35.2,"may22","Nasuti"
"MD25",790.424652777778,615.458973117323,0.999186077357588,2.25388476169569e-142,790.425694444444,"f0038","m","low","10:11:00","3/01/2004",3,"2004","05/19/2022",2,32.6,33.9,34.5,NA,"E","med",83.32,NA,"Extender","/01/2004",33.6666666666667,"may22","Nasuti"
"MD25",790.42662037037,374.265940181008,0.998101388152878,1.23161946962e-125,790.427662037037,"f0038","m","mid","10:13:50","3/01/2004",3,"2004","05/19/2022",3,37.1,36.9,36.5,NA,"S","med",83.32,NA,"Extender","/01/2004",36.8333333333333,"may22","Nasuti"
"MD25",790.428703703704,843.930924596056,0.998466930737438,7.32171940953333e-130,790.42974537037,"f0038","m","low","10:16:50","3/01/2004",3,"2004","05/19/2022",4,33.5,32.9,32.7,NA,"W","med",83.32,NA,"Extender","/01/2004",33.0333333333333,"may22","Nasuti"
"MD25",790.430613425926,444.953355466833,0.998055786069254,3.62655335552279e-125,790.431655092593,"f0038","m","top","10:19:35","3/01/2004",3,"2004","05/19/2022",5,33.1,34.1,34.7,NA,"","med",83.32,NA,"Extender","/01/2004",33.9666666666667,"may22","Nasuti"
"MD25",790.43275462963,232.171895866014,0.997681460261011,1.09390906186205e-121,790.433796296296,"f0038","s","0","10:22:40","3/01/2004",3,"2004","05/19/2022",6,38.9,40.3,40.6,NA,"N","lg",183.85,NA,"Extender","/01/2004",39.9333333333333,"may22","Nasuti"
"MD25",790.434606481482,290.619113748343,0.997788189538778,1.28152342093618e-122,790.435648148148,"f0038","s","1","10:25:20","3/01/2004",3,"2004","05/19/2022",7,36.7,37.4,37.3,NA,"N","lg",183.85,NA,"Extender","/01/2004",37.1333333333333,"may22","Nasuti"
"MD25",790.436689814815,476.170613963078,0.99922596336946,2.29107694673157e-143,790.437731481481,"f0038","s","2","10:28:20","3/01/2004",3,"2004","05/19/2022",8,36,36.8,36.7,NA,"N","lg",183.85,NA,"Extender","/01/2004",36.5,"may22","Nasuti"
"MD26",821.423032407407,4361.93507096176,0.99955090214256,4.00715783839032e-154,821.424074074074,"f0039","m","mid","10:08:40","4/01/2004",4,"2004","05/19/2022",1,35.5,35.9,36.5,NA,"N","med",83.32,NA,"Extender","/01/2004",35.9666666666667,"may22","Copto"
"MD26",821.425115740741,1777.20721535524,0.999812627642085,2.13484987923696e-171,821.426157407407,"f0039","m","low","10:11:40","4/01/2004",4,"2004","05/19/2022",2,32.4,31.9,32.6,NA,"E","med",83.32,NA,"Extender","/01/2004",32.3,"may22","Copto"
"MD26",821.427141203704,2210.67978499149,0.999220132612703,3.22356615443158e-143,821.42818287037,"f0039","m","mid","10:14:35","4/01/2004",4,"2004","05/19/2022",3,38.5,39.8,39,NA,"S","med",83.32,NA,"Extender","/01/2004",39.1,"may22","Copto"
"MD26",821.429282407407,1095.99016187827,0.999373097916201,1.56295500895633e-147,821.430324074074,"f0039","m","low","10:17:40","4/01/2004",4,"2004","05/19/2022",4,35.4,35.3,35,NA,"W","med",83.32,NA,"Extender","/01/2004",35.2333333333333,"may22","Copto"
"MD26",821.431076388889,2312.61358887338,0.998897720888082,2.21680448663444e-136,821.432118055556,"f0039","m","top","10:20:15","4/01/2004",4,"2004","05/19/2022",5,35.1,36,36.6,NA,"","med",83.32,NA,"Extender","/01/2004",35.9,"may22","Copto"
"MD26",821.433043981481,600.071079880235,0.999072951662639,8.40584928937633e-140,821.434085648148,"f0039","s","0","10:23:05","4/01/2004",4,"2004","05/19/2022",6,37.4,38.1,37.8,NA,"N","lg",183.85,NA,"Extender","/01/2004",37.7666666666667,"may22","Copto"
"MD26",821.435185185185,350.404073347922,0.994005818385879,6.44486726795167e-103,821.436226851852,"f0039","s","1","10:26:10","4/01/2004",4,"2004","05/19/2022",7,35,34.5,34.3,NA,"N","lg",183.85,NA,"Extender","/01/2004",34.6,"may22","Copto"
"MD26",821.437152777778,270.740225940785,0.99633973043294,1.15305526454703e-112,821.438194444444,"f0039","s","2","10:29:00","4/01/2004",4,"2004","05/19/2022",8,33.9,33.9,33.9,NA,"N","lg",183.85,NA,"Extender","/01/2004",33.9,"may22","Copto"
"MD27",851.423032407407,1890.90387831603,0.998270220305729,1.7789972644558e-127,851.424074074074,"f0040","m","mid","10:08:40","5/01/2004",5,"2004","05/19/2022",1,33.2,32.3,32.2,NA,"N","med",83.32,NA,"Extender","/01/2004",32.5666666666667,"may22","Copto"
"MD27",851.42505787037,1145.79719679677,0.999246547905026,6.72075804258536e-144,851.426099537037,"f0040","m","low","10:11:35","5/01/2004",5,"2004","05/19/2022",2,29.9,29.7,29.7,NA,"E","med",83.32,NA,"Extender","/01/2004",29.7666666666667,"may22","Copto"
"MD27",851.427083333333,1398.02708065234,0.999631972861613,4.66484720162448e-158,851.428125,"f0040","m","mid","10:14:30","5/01/2004",5,"2004","05/19/2022",3,29.9,30.2,30.1,NA,"S","med",83.32,NA,"Extender","/01/2004",30.0666666666667,"may22","Copto"
"MD27",851.428993055556,3088.23495392452,0.999043528648093,3.4834058605445e-139,851.430034722222,"f0040","m","low","10:17:15","5/01/2004",5,"2004","05/19/2022",4,30.2,31.1,31.2,NA,"W","med",83.32,NA,"Extender","/01/2004",30.8333333333333,"may22","Copto"
"MD27",851.43125,402.812095097194,0.94231167980668,3.65883386520283e-58,851.432291666667,"f0040","m","top","10:20:30","5/01/2004",5,"2004","05/19/2022",5,29.9,30.3,30.4,NA,"","med",83.32,NA,"Extender","/01/2004",30.2,"may22","Copto"
"MD27",851.433622685185,642.14957839671,0.991916985279134,5.21841827594896e-97,851.434664351852,"f0040","s","0","10:23:55","5/01/2004",5,"2004","05/19/2022",6,30.2,28.2,28.1,NA,"N","lg",183.85,NA,"Extender","/01/2004",28.8333333333333,"may22","Copto"
"MD27",851.435474537037,445.997257858173,0.990284652130231,2.20813206173256e-94,851.436516203704,"f0040","s","1","10:26:35","5/01/2004",5,"2004","05/19/2022",7,28.1,28.3,28.6,NA,"N","lg",183.85,NA,"Extender","/01/2004",28.3333333333333,"may22","Copto"
"MD27",851.437384259259,173.742577079955,0.997632217118903,2.84633051988856e-121,851.438425925926,"f0040","s","2","10:29:20","5/01/2004",5,"2004","05/19/2022",8,27.9,28.2,28.3,NA,"N","lg",183.85,NA,"Extender, soil measurement taken on dirt road ","/01/2004",28.1333333333333,"may22","Copto"
"MD28",882.420833333333,617.774658512584,0.998806694454404,8.19748161968837e-135,882.421875,"f0042","m","mid","10:05:30","6/01/2004",6,"2004","05/20/2022",1,26.2,25.6,25.4,NA,"N","med",83.32,NA,"Extender","/01/2004",25.7333333333333,"may22","Copto"
"MD28",882.422800925926,1263.52267945728,0.998650555516673,2.20580288038053e-132,882.423842592593,"f0042","m","low","10:08:20","6/01/2004",6,"2004","05/20/2022",2,26.1,26.6,27.2,NA,"E","med",83.32,NA,"Extender","/01/2004",26.6333333333333,"may22","Copto"
"MD28",882.424710648148,938.909341293446,0.998237757604064,4.14560474151177e-127,882.425752314815,"f0042","m","mid","10:11:05","6/01/2004",6,"2004","05/20/2022",3,26.3,27.3,27.7,NA,"S","med",83.32,NA,"Extender","/01/2004",27.1,"may22","Copto"
"MD28",882.42662037037,706.907092918963,0.999424055474903,3.3011742639019e-149,882.427662037037,"f0042","m","low","10:13:50","6/01/2004",6,"2004","05/20/2022",4,27.2,26.9,26.8,NA,"W","med",83.32,NA,"Extender, this part of the mound seemed dead (lots of roots and moss-like stuff present)","/01/2004",26.9666666666667,"may22","Copto"
"MD28",882.428645833333,579.083198416928,0.99810342925872,1.17279264630136e-125,882.4296875,"f0042","m","top","10:16:45","6/01/2004",6,"2004","05/20/2022",5,27.6,27.7,27.9,NA,"","med",83.32,NA,"Extender","/01/2004",27.7333333333333,"may22","Copto"
"MD28",882.430671296296,427.718544383487,0.991819034638595,9.02773375555648e-97,882.431712962963,"f0042","s","0","10:19:40","6/01/2004",6,"2004","05/20/2022",6,28.7,27.6,27.3,NA,"N","lg",183.85,NA,"Extender","/01/2004",27.8666666666667,"may22","Copto"
"MD28",882.432638888889,460.572235212807,0.998108410777862,1.04051745080719e-125,882.433680555556,"f0042","s","1","10:22:30","6/01/2004",6,"2004","05/20/2022",7,27,27.1,27.2,NA,"N","lg",183.85,NA,"Extender","/01/2004",27.1,"may22","Copto"
"MD28",882.434780092593,406.319795064328,0.994915150961449,3.61377654281531e-106,882.435821759259,"f0042","s","2","10:25:35","6/01/2004",6,"2004","05/20/2022",8,27.4,28.1,28.2,NA,"N","lg",183.85,NA,"Extender","/01/2004",27.9,"may22","Copto"
"MD29",912.425983796296,689.989047573043,0.99728590490625,7.34846056926368e-120,912.427025462963,"f0043","m","mid","10:12:55","7/01/2004",7,"2004","05/20/2022",1,24.4,24.5,24.7,NA,"N","med",83.32,NA,"Extender","/01/2004",24.5333333333333,"may22","Copto"
"MD29",912.427893518519,2125.34959226957,0.999680889074815,1.25965268197606e-162,912.428935185185,"f0043","m","low","10:15:40","7/01/2004",7,"2004","05/20/2022",2,24.3,24.7,24.9,NA,"E","med",83.32,NA,"Extender","/01/2004",24.6333333333333,"may22","Copto"
"MD29",912.42974537037,1010.81605217616,0.999228658483722,1.95485885591904e-143,912.430787037037,"f0043","m","mid","10:18:20","7/01/2004",7,"2004","05/20/2022",3,24.6,24.7,24.6,NA,"S","med",83.32,NA,"Extender","/01/2004",24.6333333333333,"may22","Copto"
"MD29",912.431944444444,1022.08823318561,0.981684427674351,7.64690540090797e-81,912.432986111111,"f0043","m","low","10:21:30","7/01/2004",7,"2004","05/20/2022",4,24.4,24.7,24.7,NA,"W","med",83.32,NA,"Extender, ants inhabiting this part of the mound","/01/2004",24.6,"may22","Copto"
"MD29",912.433796296296,784.733473601475,0.998446162556084,5.29484575405044e-131,912.434837962963,"f0043","m","top","10:24:10","7/01/2004",7,"2004","05/20/2022",5,24.7,25.4,25.8,NA,"","med",83.32,NA,"Extender","/01/2004",25.3,"may22","Copto"
"MD29",912.4359375,697.471842302951,0.991982782625828,3.59760066379519e-97,912.436979166667,"f0043","s","0","10:27:15","7/01/2004",7,"2004","05/20/2022",6,25,24.4,24.4,NA,"N","lg",183.85,NA,"Extender","/01/2004",24.6,"may22","Copto"
"MD29",912.437847222222,396.901243128213,0.99406834044089,3.99952277921121e-103,912.438888888889,"f0043","s","1","10:30:00","7/01/2004",7,"2004","05/20/2022",7,24.3,24.9,24.9,NA,"N","lg",183.85,NA,"Extender","/01/2004",24.7,"may22","Copto"
"MD29",912.439930555556,254.816256860791,0.996602718165827,3.8764668076296e-114,912.440972222222,"f0043","s","2","10:33:00","7/01/2004",7,"2004","05/20/2022",8,24.1,24.9,25.3,NA,"N","lg",183.85,NA,"Extender","/01/2004",24.7666666666667,"may22","Copto"
"MD3",90.4214699074074,267.652899831303,0.998301108687508,7.83650014175563e-128,90.4225115740741,"f0010","m","mid","10:06:25","4/01/2002",4,"2002","05/16/2022",1,31.8,31.7,31.8,NA,"N","med",83.32,NA,"","/01/2002",31.7666666666667,"may22","Ami"
"MD3",90.4236111111111,140.204890753988,0.99769988927885,7.60822450865091e-122,90.4246527777778,"f0010","m","low","10:09:30","4/01/2002",4,"2002","05/16/2022",2,29.8,29.5,29.7,NA,"E","med",83.32,NA,"","/01/2002",29.6666666666667,"may22","Ami"
"MD3",90.4256365740741,91.9833291696421,0.995006500813476,1.58385940695454e-106,90.4266782407407,"f0010","m","low","10:12:25","4/01/2002",4,"2002","05/16/2022",3,30,30.4,30.6,NA,"S","med",83.32,NA,"","/01/2002",30.3333333333333,"may22","Ami"
"MD3",90.4277199074074,139.349436705417,0.997613987049849,4.03502360533336e-121,90.4287615740741,"f0010","m","mid","10:15:25","4/01/2002",4,"2002","05/16/2022",4,32.6,32.6,32.5,NA,"W","med",83.32,NA,"","/01/2002",32.5666666666667,"may22","Ami"
"MD3",90.4303240740741,490.950625702315,0.997669428416688,1.38440564463035e-121,90.4313657407407,"f0010","s","0","10:19:10","4/01/2002",4,"2002","05/16/2022",5,32.4,30.1,29.8,NA,"N","lg",183.85,NA,"","/01/2002",30.7666666666667,"may22","Ami"
"MD3",90.4328703703704,536.656478789219,0.99969680306751,6.91463479180988e-162,90.433912037037,"f0010","s","1","10:22:50","4/01/2002",4,"2002","05/16/2022",6,30.4,30.8,31,NA,"N","lg",183.85,NA,"","/01/2002",30.7333333333333,"may22","Ami"
"MD3",90.4350115740741,635.94093723886,0.999346735426545,1.0184025804233e-146,90.4360532407407,"f0010","s","2","10:25:55","4/01/2002",4,"2002","05/16/2022",7,29.9,30,30.2,NA,"N","lg",183.85,NA,"","/01/2002",30.0333333333333,"may22","Ami"
"MD30",943.422164351852,742.668942975152,0.990777968235865,2.10283681973798e-94,943.423206018518,"f0044","m","mid","10:07:25","8/01/2004",8,"2004","05/20/2022",1,33.3,33.6,34.2,NA,"N","med",83.32,NA,"Extender, cohabitated by nasutes and coptos (both soldiers found and sampled)","/01/2004",33.7,"may22","Copto"
"MD30",943.424131944444,2296.63406306807,0.998079497957488,2.07494652745919e-125,943.425173611111,"f0044","m","low","10:10:15","8/01/2004",8,"2004","05/20/2022",2,33.2,34.9,35.4,NA,"E","med",83.32,NA,"Extender, cohabitated by nasutes and coptos (both soldiers found and sampled)","/01/2004",34.5,"may22","Copto"
"MD30",943.426041666667,1032.63166902474,0.999406456139496,1.29854080583931e-148,943.427083333333,"f0044","m","mid","10:13:00","8/01/2004",8,"2004","05/20/2022",3,32.2,31.7,31.5,NA,"S","med",83.32,NA,"Extender, cohabitated by nasutes and coptos (both soldiers found and sampled)","/01/2004",31.8,"may22","Copto"
"MD30",943.428009259259,865.032551167246,0.996719484865241,7.8938252975602e-115,943.429050925926,"f0044","m","low","10:15:50","8/01/2004",8,"2004","05/20/2022",4,32.5,32.6,32.2,NA,"W","med",83.32,NA,"Extender, cohabitated by nasutes and coptos (both soldiers found and sampled)","/01/2004",32.4333333333333,"may22","Copto"
"MD30",943.430208333333,314.127306322718,0.903695584938466,4.99598263765861e-48,943.43125,"f0044","m","top","10:19:00","8/01/2004",8,"2004","05/20/2022",5,33,32.4,32.4,NA,"","med",83.32,NA,"Extender, cohabitated by nasutes and coptos (both soldiers found and sampled)","/01/2004",32.6,"may22","Copto"
"MD30",943.432291666667,558.959795109896,0.996831090143406,1.6341820065144e-115,943.433333333333,"f0044","s","0","10:22:00","8/01/2004",8,"2004","05/20/2022",6,35.9,36.2,36.1,NA,"N","lg",183.85,NA,"Extender, cohabitated by nasutes and coptos (both soldiers found and sampled)","/01/2004",36.0666666666667,"may22","Copto"
"MD30",943.434259259259,584.375813433372,0.99889370872217,2.61531004792516e-136,943.435300925926,"f0044","s","1","10:24:50","8/01/2004",8,"2004","05/20/2022",7,35.5,36.6,36.3,NA,"N","lg",183.85,NA,"Extender, cohabitated by nasutes and coptos (both soldiers found and sampled)","/01/2004",36.1333333333333,"may22","Copto"
"MD30",943.436226851852,312.02818853482,0.998819230736733,5.0697506546246e-135,943.437268518519,"f0044","s","2","10:27:40","8/01/2004",8,"2004","05/20/2022",8,32.4,33.9,34,NA,"N","lg",183.85,NA,"Extender, cohabitated by nasutes and coptos (both soldiers found and sampled)","/01/2004",33.4333333333333,"may22","Copto"
"MD31",974.421527777778,207.391883698856,0.998852265586654,1.39397229138452e-135,974.422569444444,"f0045","m","mid","10:06:30","9/01/2004",9,"2004","05/20/2022",1,32.3,31.5,30.8,NA,"N","med",83.32,NA,"","/01/2004",31.5333333333333,"may22","Nasuti"
"MD31",974.42337962963,274.197600533634,0.998211467089359,8.13237160735877e-127,974.424421296296,"f0045","m","low","10:09:10","9/01/2004",9,"2004","05/20/2022",2,30.1,29.6,29.7,NA,"E","med",83.32,NA,"","/01/2004",29.8,"may22","Nasuti"
"MD31",974.425231481481,174.233374222069,0.998925107501432,7.05608399070475e-137,974.426273148148,"f0045","m","low","10:11:50","9/01/2004",9,"2004","05/20/2022",3,32.3,32.8,33.1,NA,"S","med",83.32,NA,"","/01/2004",32.7333333333333,"may22","Nasuti"
"MD31",974.427546296296,585.646881565006,0.99740075198548,1.00557461038241e-120,974.428587962963,"f0045","s","0","10:15:10","9/01/2004",9,"2004","05/20/2022",4,36.7,35.9,36,NA,"N","lg",183.85,NA,"","/01/2004",36.2,"may22","Nasuti"
"MD31",974.429976851852,425.674929705527,0.99915193865576,4.23351067542504e-143,974.431018518518,"f0045","s","1","10:18:40","9/01/2004",9,"2004","05/20/2022",5,37.3,37.7,37.3,NA,"N","lg",183.85,NA,"","/01/2004",37.4333333333333,"may22","Nasuti"
"MD31",974.431944444444,495.451178795288,0.998105307321943,4.85347507816166e-127,974.432986111111,"f0045","s","2","10:21:30","9/01/2004",9,"2004","05/20/2022",6,37.8,38.2,38,NA,"N","lg",183.85,NA,"","/01/2004",38,"may22","Nasuti"
"MD32",1004.41909722222,334.057284135714,0.998520905643394,1.43335351781111e-130,1004.42013888889,"f0046","m","mid","10:03:00","10/01/2004",10,"2004","05/20/2022",1,32.9,33.1,32.9,NA,"N","med",83.32,NA,"Extender","/01/2004",32.9666666666667,"may22","Nasuti"
"MD32",1004.42118055556,695.197258839613,0.997317605626246,8.30953292436724e-119,1004.42222222222,"f0046","m","low","10:06:00","10/01/2004",10,"2004","05/20/2022",2,31,31.2,31.2,NA,"E","med",83.32,NA,"Extender","/01/2004",31.1333333333333,"may22","Nasuti"
"MD32",1004.42314814815,160.098502824039,0.994240617763511,1.04606107567875e-103,1004.42418981481,"f0046","m","mid","10:08:50","10/01/2004",10,"2004","05/20/2022",3,31.2,32.2,32.3,NA,"S","med",83.32,NA,"Extender","/01/2004",31.9,"may22","Nasuti"
"MD32",1004.42517361111,833.254797557951,0.99498273687134,1.96579355240533e-106,1004.42621527778,"f0046","m","low","10:11:45","10/01/2004",10,"2004","05/20/2022",4,30.4,30.2,29.8,NA,"W","med",83.32,NA,"Extender","/01/2004",30.1333333333333,"may22","Nasuti"
"MD32",1004.42719907407,774.354156406136,0.993283134423914,9.33177958366494e-102,1004.42824074074,"f0046","m","top","10:14:40","10/01/2004",10,"2004","05/20/2022",5,30.3,30.8,30.6,NA,"","med",83.32,NA,"Extender","/01/2004",30.5666666666667,"may22","Nasuti"
"MD32",1004.42934027778,355.715161170883,0.998931617658951,5.35202703230164e-137,1004.43038194444,"f0046","s","0","10:17:45","10/01/2004",10,"2004","05/20/2022",6,27.4,27.2,27.1,NA,"N","lg",183.85,NA,"Extender","/01/2004",27.2333333333333,"may22","Nasuti"
"MD32",1004.43125,340.788693148543,0.998246702517973,3.28873850396042e-127,1004.43229166667,"f0046","s","1","10:20:30","10/01/2004",10,"2004","05/20/2022",7,27,27.3,27.3,NA,"N","lg",183.85,NA,"Extender","/01/2004",27.2,"may22","Nasuti"
"MD32",1004.43321759259,393.613572003163,0.998855619279168,1.22019376823758e-135,1004.43425925926,"f0046","s","2","10:23:20","10/01/2004",10,"2004","05/20/2022",8,26.7,27.2,27.5,NA,"N","lg",183.85,NA,"Extender","/01/2004",27.1333333333333,"may22","Nasuti"
"MD33",1035.41996527778,189.410839966642,0.998078273798787,2.13598771877585e-125,1035.42100694444,"f0047","m","mid","10:04:15","11/01/2004",11,"2004","05/20/2022",1,26.4,26.8,27.1,NA,"N","med",83.32,NA,"","/01/2004",26.7666666666667,"may22","Copto"
"MD33",1035.421875,294.876980462429,0.998502727092277,2.49884093495219e-130,1035.42291666667,"f0047","m","low","10:07:00","11/01/2004",11,"2004","05/20/2022",2,26.1,26.6,27.1,NA,"S","med",83.32,NA,"","/01/2004",26.6,"may22","Copto"
"MD33",1035.42372685185,203.602075989631,0.989193271182383,2.95876618550511e-92,1035.42476851852,"f0047","m","low","10:09:40","11/01/2004",11,"2004","05/20/2022",3,26.7,26.9,26.9,NA,"W","med",83.32,NA,"","/01/2004",26.8333333333333,"may22","Copto"
"MD33",1035.42569444444,555.704148807229,0.998678924208369,3.03265318435362e-134,1035.42673611111,"f0047","s","0","10:12:30","11/01/2004",11,"2004","05/20/2022",4,27.3,27.4,27.8,NA,"N","lg",183.85,NA,"","/01/2004",27.5,"may22","Copto"
"MD33",1035.42748842593,580.457408460309,0.990216193506134,3.10043416679604e-93,1035.42853009259,"f0047","s","1","10:15:05","11/01/2004",11,"2004","05/20/2022",5,26.5,27.3,27.5,NA,"N","lg",183.85,NA,"","/01/2004",27.1,"may22","Copto"
"MD33",1035.42962962963,570.425701251479,0.998801194058223,3.47992388747975e-136,1035.4306712963,"f0047","s","2","10:18:10","11/01/2004",11,"2004","05/20/2022",6,26.8,27.8,28.2,NA,"N","lg",183.85,NA,"","/01/2004",27.6,"may22","Copto"
"MD34",1065.423125,416.942142977935,0.992299601045556,5.01322482711532e-99,1065.42416666667,"f0048","m","mid","10:08:48","12/01/2004",12,"2004","05/20/2022",1,24.9,24.9,24.7,NA,"N","mini",20.43,NA,"arboreal nest, mini chamber, extra tubing (4.5m total), clay: d1 = 4.5. d2 = 4.3, h1 = 1.8, h2 = 1.9, tree DBH = 64cm","/01/2004",24.8333333333333,"may22","Nasuti"
"MD34",1065.42555555556,-659.738873394929,0.386990191828047,2.19522023067332e-11,1065.42659722222,"f0048","m","top","10:12:18","12/01/2004",12,"2004","05/20/2022",2,24.6,24.7,NA,NA,"N","mini",20.43,NA,"arboreal nest, mini chamber, extra tubing (4.5m total), clay: d1 = 4.5. d2 = 4.3, h1 = 1.8, h2 = 1.9, tree DBH = 64cm","/01/2004",24.65,"may22","Nasuti"
"MD35",1096.42256944444,3918.93416610026,0.999457512580079,2.16806162959562e-150,1096.42361111111,"f0050","m","mid","10:08:00","1/01/2005",1,"2005","05/23/2022",1,29.9,30,30.2,NA,"N","med",83.32,NA,"Extender","/01/2005",30.0333333333333,"may22","Copto"
"MD35",1096.42453703704,1589.17802833226,0.996396514880185,5.6607977499475e-113,1096.4255787037,"f0050","m","low","10:10:50","1/01/2005",1,"2005","05/23/2022",2,29.7,29.8,29.6,NA,"E","med",83.32,NA,"Extender","/01/2005",29.7,"may22","Copto"
"MD35",1096.42766203704,1510.77231992178,0.999235870922251,1.27489595985942e-143,1096.4287037037,"f0050","m","mid","10:15:20","1/01/2005",1,"2005","05/23/2022",3,28.7,28.6,28.4,NA,"S","med",83.32,NA,"Extender","/01/2005",28.5666666666667,"may22","Copto"
"MD35",1096.43015046296,2088.48401822977,0.999577232947643,2.56399818805078e-155,1096.43119212963,"f0050","m","low","10:18:55","1/01/2005",1,"2005","05/23/2022",4,29.2,29.5,29.6,NA,"W","med",83.32,NA,"Extender","/01/2005",29.4333333333333,"may22","Copto"
"MD35",1096.4322337963,1368.8651179705,0.999370173133033,4.82141288067865e-149,1096.43327546296,"f0050","m","top","10:21:55","1/01/2005",1,"2005","05/23/2022",5,29.3,29.4,29.7,NA,"","med",83.32,NA,"Extender","/01/2005",29.4666666666667,"may22","Copto"
"MD35",1096.43483796296,1056.35485220552,0.99845933224198,9.16881281905334e-130,1096.43587962963,"f0050","s","0","10:25:40","1/01/2005",1,"2005","05/23/2022",6,31.2,30.3,30.1,NA,"N","lg",183.85,NA,"Extender","/01/2005",30.5333333333333,"may22","Copto"
"MD35",1096.43680555556,346.692869266406,0.998404095576287,4.55384879053294e-129,1096.43784722222,"f0050","s","1","10:28:30","1/01/2005",1,"2005","05/23/2022",7,33.5,34.6,34.2,NA,"N","lg",183.85,NA,"Extender, onto road","/01/2005",34.1,"may22","Copto"
"MD35",1096.4390625,715.060855918165,0.998935093692706,1.49767241506242e-138,1096.44010416667,"f0050","s","2","10:31:45","1/01/2005",1,"2005","05/23/2022",8,31.5,31.9,32.1,NA,"N","lg",183.85,NA,"Extender, onto road","/01/2005",31.8333333333333,"may22","Copto"
"MD36",1127.42002314815,253.052219359429,0.988662403495016,2.53719636465718e-90,1127.42106481481,"f0051","m","low","10:04:20","2/01/2005",2,"2005","05/23/2022",1,38.1,39.6,39.7,NA,"N","med",83.32,NA,"","/01/2005",39.1333333333333,"may22","Ami"
"MD36",1127.42251157407,281.151898951147,0.998317602265077,5.0273457004955e-128,1127.42355324074,"f0051","m","low","10:07:55","2/01/2005",2,"2005","05/23/2022",2,38.4,39.9,40.3,NA,"E","med",83.32,NA,"","/01/2005",39.5333333333333,"may22","Ami"
